1000,1.093632479,651.8
1000,1.980950855,409.7
1000,3.078776709,318.2
1000,4.203440171,235.7
1000,5.282815171,275.4
1000,6.223808761,275.1
1000,7.358536325,258.7
1000,8.016896368,254.7
1200,9.037564103,262.3
1200,7.873482906,263.5
1200,7.028098291,267
1200,5.962980769,275.3
1200,4.536394231,276.5
1200,3.250705128,296
1200,4.066736111,288.7
1200,2.25855235,365.1
1200,0.809321581,710.7
1600,9.723600427,243.7
1600,9.435096154,248.1
1600,8.028637821,249.8
1600,7.049903846,254.9
1600,5.904273504,266.8
1600,4.826575855,285.8
1600,3.841132479,295.5
1600,2.55292735,337.5
1600,2.202361111,325.1
1600,0.858803419,571.2
2000,9.907270299,249.6
2000,9.489610043,249.6
2000,8.236629274,245.7
2000,8.198050214,248.4
2000,6.987003205,255.3
2000,5.900080128,267.3
2000,5.211527778,274
2000,4.02480235,290.1
2000,3.053616453,315.8
2000,2.089139957,371.5
2000,0.943509615,615.2
2400,1.134727564,474.9
2400,2.136105769,349.2
2400,3.145870726,301.8
2400,4.261308761,284.4
2400,5.164561966,267.1
2400,6.419220085,251.6
2400,7.475112179,254.6
2400,8.372494658,250.3
2400,9.384775641,257.4
2400,10.18403312,247.7
2400,10.7836859,251.3
2800,10.36938034,244.6
2800,10.25448184,241
2800,9.236330128,246
2800,7.96909188,246.4
2800,7.402986111,252.3
2800,6.321933761,257.2
2800,4.979214744,279.6
2800,3.176063034,315.7
2800,4.156474359,281.7
2800,2.077398504,383.3
2800,1.013119658,511.1
3200,1.066794872,523
3200,2.153717949,379.3
3200,3.137483974,326.2
3200,4.257115385,289.7
3200,5.29875,264.7
3200,6.290064103,262.1
3200,7.685619658,254.6
3200,10.23016026,257.7
3200,9.496319444,255.2
3200,8.134310897,253.1
3200,10.39537927,261.2
3600,10.81136218,274.7
3600,10.30564103,265.5
3600,9.043434829,261.7
3600,8.115021368,258.1
3600,6.966875,266.5
3600,6.468701923,268.7
3600,5.138563034,279
3600,4.014738248,303.4
3600,3.149225427,323.4
3600,2.022884615,395.4
3600,0.992991453,583.4
4000,1.108728632,569.9
4000,2.060625,379.8
4000,3.045229701,333.5
4000,4.230277778,300.7
4000,5.294556624,284
4000,6.070331197,278.3
4000,7.220154915,265.5
4000,8.275208333,273.5
4000,9.176784188,277.7
4000,10.09094017,276.7
4000,10.82394231,295.9
4400,10.65117521,309.8
4400,10.31905983,298.4
4400,9.232975427,301.5
4400,8.151923077,292.8
4400,7.369439103,279.8
4400,6.544182692,280
4400,6.419220085,275.3
4400,5.185528846,283.4
4400,3.996287393,309.2
4400,3.098904915,338.3
4400,2.02204594,415.2
4400,1.020667735,614.6
4800,1.174145299,556.3
4800,2.067334402,410.8
4800,3.121549145,344.4
4800,4.222729701,313.7
4800,4.980053419,309.6
4800,6.267419872,301.2
4800,7.391244658,302.2
4800,8.152761752,311.9
4800,9.301746795,319.2
4800,10.13538996,326.8
5000,9.721923077,326.3
5000,9.298392094,322
5000,8.171212607,327.8
5000,9.730309829,334.7
5000,9.342003205,322.2
5000,8.276047009,331.9
5000,7.106933761,319.2
5000,6.231356838,303.3
5000,5.209011752,308.2
5000,4.231955128,322.6
5000,3.059487179,353.1
5000,2.033787393,427
5000,1.06008547,632.8
5200,1.011442308,652.5
5200,2.13778312,420.9
5200,3.065357906,360.9
5200,4.231955128,333.8
5200,4.334273504,327.1
5200,5.344038462,319
5200,6.415026709,322.5
5200,7.469241453,334.6
5200,8.081474359,349.4
5200,9.061047009,335.7
5200,9.466965812,345.6
5300,8.10579594,340.6
5300,9.246394231,336.2
5300,9.351228632,343.5
5500,8.746543803,345.2
5500,8.109989316,340
5500,8.71215812,352.7
5500,8.297852564,346.2
5500,7.098547009,336.3
5500,6.075363248,337.3
5500,5.472355769,337.9
5500,4.718386752,338.2
5500,3.717008547,357
5500,3.603787393,352.7
5500,3.252382479,358.9
5500,2.015336538,438.9
5500,0.951057692,704.3
